"Question","Answer","Source"
"CAN I  PRACTICE TRADING BEFORE REGISTRATION ","Yes, Please Visit : https://www.ustocktrain.com/","Editorial"
"Can Dual Citizens obtain a housing loan facility","Yes. You are eligible for a loan if you are a Sri Lankan citizen who is working abroad under a working visa; you are a Sri Lankan citizen resident outside Sri Lanka on PR visa; or you who have obtained dual citizenship in Sri Lanka and in another country, and earning a regular monthly income - either individually or jointly with the spouse or a child - of more than Rs100,000/- equivalent in foreign currency.","19062018_TonalityChangesDone.xlsx"
"can gift be claimed to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"can gift be credited to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"can gift be redeemed to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"Can igift be claimed to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"Can igift be credited to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"Can igift be redeemed to a minor account","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"i want to know whether you all giving gift for minor savings products ","Yes. It is possible. However, funds in a minor account cannot be withdrawn until the minor reaches 18 years of age/Minor becomes major.","igift_QnA_22062018.xlsx"
"can gift be credited to a third party","Yes. It is possible","igift_QnA_22062018.xlsx"
"can gift be credited to a third party account","Yes. It is possible","igift_QnA_22062018.xlsx"
"Can I gift be credited to a third party account","Yes. It is possible","igift_QnA_22062018.xlsx"
"can we credit gift to a third party account","Yes. It is possible","igift_QnA_22062018.xlsx"
"can we credited igift to a third party account","Yes. It is possible","igift_QnA_22062018.xlsx"
"how can we credit gift to 3rd party acc","Yes. It is possible","igift_QnA_22062018.xlsx"
"how can we credited igift to 3rd party acc","Yes. It is possible","igift_QnA_22062018.xlsx"
"Can I affect a fund transfer through an e-mail?","Sorry, I am afraid you can't do that. ","19062018_TonalityChangesDone.xlsx"
"Can I affect fund transfer through a facsimile?","I suggest you contact the Sampath Bank Branch Manager your account is domiciled in.","19062018_TonalityChangesDone.xlsx"
"Can I appoint a minor as a nominee to my account?","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I appoint a nominee to my Safety Deposit Locker?","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I make an over the counter withdrawal without my passbook?","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain account statement for closed accounts","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain account statements even for closed accounts?","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain balance confirmation letter for closed accounts","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain balance confirmation letter to closed accounts","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain balance confirmation letter to closed accounts\nBank AI","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I obtain statements even for savings accounts?","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Is no book withdrawal acceptable in over the counter","Yes, you can.   ","19062018_TonalityChangesDone.xlsx"
"Can I appoint a nominee to a Fixed Deposit","Yes, you can. You can submit a nomination for your Fixed Deposit. ","19062018_TonalityChangesDone.xlsx"
"Can I appoint another person to a fixed deposit?","You can submit a nomination to Fixed Deposits","19062018_TonalityChangesDone.xlsx"
"Can I appoint two parties as nominees to my account?","Yes. You can appoint two or more parties as nominees to any account.","19062018_TonalityChangesDone.xlsx"
"can i change the appearance of gift by adding color / photos","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"Can I change the appearance of igift by adding color/photos etc.","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"how can we appearance gift by adding color and photos","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"is it convenient to change the appearance of gift by adding color / photos","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"Is it convenient to change the appearance of igift by adding color/photos etc.","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"is it possible to change the appearance of gift by adding color / photos","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"Is it possible to change the appearance of igift by adding color/photos etc.","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"how can we appearance of igift by adding color and photos","Yes of course .You can customize the igift appearance by adding a photo, emoticons words etc.","igift_QnA_22062018.xlsx"
"Can I change the PIN which I received for my new debit card?","Yes. You can change the PIN through nearest Sampath Bank ATM.","19062018_TonalityChangesDone.xlsx"
"how do I change the pin on my card? ","Yes. You can change the PIN through nearest Sampath Bank ATM.","19062018_TonalityChangesDone.xlsx"
"Can I close FD prematurely ?","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"I want to cancel my fixed deposit","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"i want to close my fixed deposit","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"i want to withdraw money from fd","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"want to withdraw money from fd","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"can i terminate my fixed deposit","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"what is the closing process of the fixed deposit","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"how to cancel fixed deposit","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"how to end fd?","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"How to end fixed deposit?","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"what happens if a fixed deposit uplifted prematurely at 4 months ","Yes, you can. However, as agreed to in the mandate, please note that a Fixed Deposit is not generally allowed to be withdrawn before the deposit period has lapsed. Doing so would mean that the agreed interest rate will not be paid at such time. I suggest you get in touch with your Branch Manager for more information on this matter.   ","19062018_TonalityChangesDone.xlsx"
"can i debit my foreign currency account and send a gift","Sorry. You can link only the rupee Savings or Current account to issue an igift","igift_QnA_22062018.xlsx"
"Can I debit my foreign currency account and send an igift","Sorry. You can link only the rupee Savings or Current account to issue an igift","igift_QnA_22062018.xlsx"
